"Country","Year","FoodCode","FoodName","AgeClass","SourceAgeClass","Gender","Number_of_consumers","Consumers_Mean","Consumers_Median","Consumers_P05__g_day_","Consumers_P90__g_day_","Consumers_P95__g_day_","Consumers_P975__g_day_","Consumers_Standard_deviation__g_day_","Number_of_subjects","Total_Mean","Total_Median","Total_P05__g_day_","Total_P90__g_day_","Total_P95__g_day_","Total_P975__g_day_","Total_Standard_deviation__g_day_","Intake_Unit"
"France","2007","A042C","Mixed green salad","Children and Adolescents","Other children","Female","103","0.23","0.17","0.05","-1","0.62","0.8","0.21","243","0.1","0","0","-1","0.42","0.59","0.18","g/kg.bw/day"
"France","2007","A042C","Mixed green salad","Children and Adolescents","Other children","Male","93","0.26","0.18","0.05","-1","0.71","1.1","0.29","239","0.1","0","0","-1","0.4","0.52","0.22","g/kg.bw/day"
"France","2007","A042D","Mixed vegetable salad","Children and Adolescents","Other children","Female","2","0.27","0.27","0.08","-1","0.46","0.47","0.3","243","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A042D","Mixed vegetable salad","Children and Adolescents","Other children","Male","1","0.18","0.18","0.18","-1","0.18","0.18","0","239","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A04NS","Other desserts spoonable","Children and Adolescents","Other children","Female","63","1.12","0.89","0.39","-1","2.77","3.37","0.96","243","0.29","0","0","-1","1.43","1.9","0.69","g/kg.bw/day"
"France","2007","A04NS","Other desserts spoonable","Children and Adolescents","Other children","Male","60","1.32","1.1","0.48","-1","2.76","3.59","0.84","239","0.33","0","0","-1","1.88","2.53","0.71","g/kg.bw/day"
"France","2007","A032B","Boiled eggs","Children and Adolescents","Other children","Female","161","0.29","0.19","0.03","-1","0.77","1.05","0.28","243","0.19","0.09","0","-1","0.74","0.83","0.26","g/kg.bw/day"
"France","2007","A032B","Boiled eggs","Children and Adolescents","Other children","Male","175","0.31","0.21","0.03","-1","0.93","1.02","0.28","239","0.23","0.13","0","-1","0.82","0.95","0.28","g/kg.bw/day"
"France","2007","A032D","Poached eggs","Children and Adolescents","Other children","Female","85","0.64","0.51","0.16","-1","1.58","1.83","0.5","243","0.22","0","0","-1","0.93","1.39","0.43","g/kg.bw/day"
"France","2007","A035L","Jelly candies","Children and Adolescents","Other children","Male","14","0.19","0.16","0.04","-1","0.43","0.49","0.14","239","0.01","0","0","-1","0.04","0.17","0.06","g/kg.bw/day"
"France","2007","A035M","Chewing gum","Children and Adolescents","Other children","Female","29","0.05","0.03","0.01","-1","0.15","0.22","0.06","243","0.01","0","0","-1","0.03","0.07","0.03","g/kg.bw/day"
"France","2007","A035M","Chewing gum","Children and Adolescents","Other children","Male","17","0.04","0.03","0.01","-1","0.09","0.13","0.04","239","0","0","0","-1","0.02","0.05","0.01","g/kg.bw/day"
"France","2007","A034G","Bitter chocolate","Children and Adolescents","Other children","Female","15","0.12","0.13","0.03","-1","0.26","0.29","0.08","243","0.01","0","0","-1","0.04","0.14","0.04","g/kg.bw/day"
"France","2007","A034G","Bitter chocolate","Children and Adolescents","Other children","Male","21","0.1","0.11","0.02","-1","0.21","0.28","0.09","239","0.01","0","0","-1","0.07","0.13","0.04","g/kg.bw/day"
"France","2007","A034J","Milk chocolate","Children and Adolescents","Other children","Female","130","0.28","0.15","0.03","-1","1.09","1.3","0.39","243","0.15","0.03","0","-1","0.58","1.12","0.32","g/kg.bw/day"
"France","2007","A034J","Milk chocolate","Children and Adolescents","Other children","Male","112","0.35","0.21","0.03","-1","0.8","1.17","0.55","239","0.16","0","0","-1","0.65","0.79","0.42","g/kg.bw/day"
"France","2007","A034K","Family chocolate","Children and Adolescents","Other children","Female","7","0.48","0.46","0.22","-1","0.75","0.77","0.2","243","0.01","0","0","-1","0","0.3","0.09","g/kg.bw/day"
"France","2007","A034K","Family chocolate","Children and Adolescents","Other children","Male","9","0.39","0.31","0.13","-1","0.87","0.99","0.3","239","0.01","0","0","-1","0","0.27","0.09","g/kg.bw/day"
"France","2007","A034P","White chocolate","Children and Adolescents","Other children","Female","3","0.07","0.04","0.04","-1","0.12","0.13","0.05","243","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A034P","White chocolate","Children and Adolescents","Other children","Male","8","0.08","0.06","0.02","-1","0.19","0.21","0.07","239","0","0","0","-1","0","0.03","0.02","g/kg.bw/day"
"France","2007","A034Q","Filled chocolate","Children and Adolescents","Other children","Female","46","0.18","0.13","0.03","-1","0.63","0.71","0.18","243","0.03","0","0","-1","0.18","0.33","0.11","g/kg.bw/day"
"France","2007","A034Q","Filled chocolate","Children and Adolescents","Other children","Male","35","0.2","0.14","0.03","-1","0.48","0.57","0.16","239","0.03","0","0","-1","0.21","0.39","0.09","g/kg.bw/day"
"France","2007","A034R","Chocolate coated confectionery","Children and Adolescents","Other children","Female","12","0.07","0.07","0.02","-1","0.14","0.15","0.04","243","0","0","0","-1","0","0.07","0.02","g/kg.bw/day"
"France","2007","A034R","Chocolate coated confectionery","Children and Adolescents","Other children","Male","18","0.24","0.1","0.05","-1","0.95","1.19","0.35","239","0.02","0","0","-1","0.08","0.18","0.11","g/kg.bw/day"
"France","2007","A0C6P","Chocolate spread","Children and Adolescents","Other children","Female","111","0.43","0.28","0.07","-1","1.28","1.75","0.48","243","0.2","0","0","-1","0.89","1.26","0.39","g/kg.bw/day"
"France","2007","A0C6P","Chocolate spread","Children and Adolescents","Other children","Male","110","0.48","0.32","0.06","-1","1.67","2.1","0.53","239","0.22","0","0","-1","0.84","1.55","0.43","g/kg.bw/day"
"France","2007","A034Y","Marzipan","Children and Adolescents","Other children","Female","2","0.5","0.5","0.18","-1","0.82","0.84","0.51","243","0","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2007","A034Y","Marzipan","Children and Adolescents","Other children","Male","1","0.06","0.06","0.06","-1","0.06","0.06","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A035D","Nougat","Children and Adolescents","Other children","Female","2","0.04","0.04","0.03","-1","0.06","0.06","0.02","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A035D","Nougat","Children and Adolescents","Other children","Male","2","0.06","0.06","0.03","-1","0.09","0.09","0.05","239","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A014R","Walnuts","Children and Adolescents","Other children","Male","5","0.08","0.05","0.02","-1","0.18","0.18","0.07","239","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A0F0N","Dried nuts/seeds and related flours and powders","Children and Adolescents","Other children","Male","2","0.04","0.04","0.01","-1","0.07","0.07","0.04","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A01BL","Chestnut puree (castanea vulgaris)","Children and Adolescents","Other children","Female","2","0.3","0.3","0.1","-1","0.5","0.51","0.31","243","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A01BL","Chestnut puree (castanea vulgaris)","Children and Adolescents","Other children","Male","3","0.45","0.26","0.14","-1","0.88","0.92","0.44","239","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2007","A01BN","Peanut butter","Children and Adolescents","Other children","Male","1","0.32","0.32","0.32","-1","0.32","0.32","0","239","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A019V","Cinnamon bark","Children and Adolescents","Other children","Female","1","0.03","0.03","0.03","-1","0.03","0.03","0","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A01AM","Capers buds","Children and Adolescents","Other children","Female","1","0.05","0.05","0.05","-1","0.05","0.05","0","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A016Y","Basil, dry","Children and Adolescents","Other children","Male","1","0","0","0","-1","0","0","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A016T","Dried herbs","Children and Adolescents","Other children","Female","184","0.03","0.02","0","-1","0.11","0.13","0.03","243","0.02","0.01","0","-1","0.09","0.11","0.03","g/kg.bw/day"
"France","2007","A016T","Dried herbs","Children and Adolescents","Other children","Male","192","0.03","0.02","0","-1","0.1","0.12","0.05","239","0.02","0.01","0","-1","0.09","0.11","0.04","g/kg.bw/day"
"France","2007","A017Q","Thyme, dry","Children and Adolescents","Other children","Female","91","0","0","0","-1","0.01","0.02","0.01","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A017Q","Thyme, dry","Children and Adolescents","Other children","Male","106","0","0","0","-1","0.01","0.01","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A019L","Paprika powder","Children and Adolescents","Other children","Female","2","0","0","0","-1","0","0","0","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A019L","Paprika powder","Children and Adolescents","Other children","Male","1","0","0","0","-1","0","0","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A019C","Black pepper","Children and Adolescents","Other children","Female","197","0","0","0","-1","0.01","0.02","0.01","243","0","0","0","-1","0.01","0.02","0.01","g/kg.bw/day"
"France","2007","A019C","Black pepper","Children and Adolescents","Other children","Male","203","0","0","0","-1","0.02","0.03","0.01","239","0","0","0","-1","0.02","0.02","0.01","g/kg.bw/day"
"France","2007","A01AB","Ginger roots","Children and Adolescents","Other children","Male","2","0.01","0.01","0.01","-1","0.01","0.01","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A018D","Coriander seed","Children and Adolescents","Other children","Female","2","0.02","0.02","0.02","-1","0.03","0.03","0.01","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A018D","Coriander seed","Children and Adolescents","Other children","Male","1","0.01","0.01","0.01","-1","0.01","0.01","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A018E","Cumin seed","Children and Adolescents","Other children","Male","1","0.04","0.04","0.04","-1","0.04","0.04","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A047T","Antioxidant","Children and Adolescents","Other children","Female","43","0","0","0","-1","0","0","0","243","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A03KG","Coffee with milk or cream","Children and Adolescents","Other children","Female","2","2.22","2.22","0.5","-1","3.93","4.03","2.69","243","0.02","0","0","-1","0","0","0.27","g/kg.bw/day"
"France","2007","A03KG","Coffee with milk or cream","Children and Adolescents","Other children","Male","7","7.09","5.64","1.02","-1","17.58","18.57","6.82","239","0.21","0","0","-1","0","2.08","1.61","g/kg.bw/day"
"France","2007","A03LG","Herbal and other non-tea infusions","Children and Adolescents","Other children","Female","12","1.9","1.18","0.47","-1","5.84","7.07","2.2","243","0.09","0","0","-1","0","1.18","0.62","g/kg.bw/day"
"France","2007","A03LG","Herbal and other non-tea infusions","Children and Adolescents","Other children","Male","6","2.9","1.27","0.51","-1","7.52","7.84","3.2","239","0.07","0","0","-1","0","0.48","0.65","g/kg.bw/day"
"France","2007","A03LC","Fermented tea infusion","Children and Adolescents","Other children","Female","7","2.23","1.49","0.57","-1","5.64","6.21","2.19","243","0.06","0","0","-1","0","0.73","0.51","g/kg.bw/day"
"France","2007","A03LC","Fermented tea infusion","Children and Adolescents","Other children","Male","6","3.28","2.88","0.54","-1","6.52","6.61","2.79","239","0.08","0","0","-1","0","0.48","0.66","g/kg.bw/day"
"France","2007","A03HG","Cocoa powder","Children and Adolescents","Other children","Female","146","0.36","0.29","0.05","-1","0.96","1.07","0.41","243","0.22","0.1","0","-1","0.71","1.05","0.36","g/kg.bw/day"
"France","2007","A03HG","Cocoa powder","Children and Adolescents","Other children","Male","115","0.4","0.33","0.06","-1","1.13","1.26","0.33","239","0.19","0","0","-1","0.86","1.13","0.3","g/kg.bw/day"
"France","2007","A03GV","Chicory coffee ingredient","Children and Adolescents","Other children","Female","4","0.06","0.06","0.03","-1","0.07","0.08","0.02","243","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A03GT","Malt coffee ingredient","Children and Adolescents","Other children","Female","1","0.22","0.22","0.22","-1","0.22","0.22","0","243","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A03GT","Malt coffee ingredient","Children and Adolescents","Other children","Male","1","0.54","0.54","0.54","-1","0.54","0.54","0","239","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A03GQ","Instant coffee powder","Children and Adolescents","Other children","Female","2","0.1","0.1","0.01","-1","0.18","0.19","0.13","243","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A03GQ","Instant coffee powder","Children and Adolescents","Other children","Male","1","0.01","0.01","0.01","-1","0.01","0.01","0","239","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A03XS","Fish and vegetables meal","Children and Adolescents","Other children","Female","2","0.49","0.49","0.45","-1","0.53","0.53","0.06","243","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A03XS","Fish and vegetables meal","Children and Adolescents","Other children","Male","3","0.49","0.47","0.26","-1","0.75","0.76","0.27","239","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2007","A03XT","Fishcakes","Children and Adolescents","Other children","Female","1","1.62","1.62","1.62","-1","1.62","1.62","0","243","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2007","A03XT","Fishcakes","Children and Adolescents","Other children","Male","1","0.54","0.54","0.54","-1","0.54","0.54","0","239","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A03XV","Fish pate","Children and Adolescents","Other children","Female","11","0.4","0.36","0.14","-1","0.87","1.05","0.3","243","0.02","0","0","-1","0","0.33","0.1","g/kg.bw/day"
"France","2007","A03XV","Fish pate","Children and Adolescents","Other children","Male","3","0.23","0.17","0.04","-1","0.48","0.49","0.25","239","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A03VV","Meat based dishes","Children and Adolescents","Other children","Female","64","0.32","0.26","0.08","-1","0.8","0.85","0.22","243","0.08","0","0","-1","0.53","0.62","0.18","g/kg.bw/day"
"France","2007","A03VV","Meat based dishes","Children and Adolescents","Other children","Male","63","0.48","0.33","0.07","-1","1.4","1.59","0.41","239","0.13","0","0","-1","0.74","1.03","0.3","g/kg.bw/day"
"France","2007","A032D","Poached eggs","Children and Adolescents","Other children","Male","90","0.75","0.55","0.23","-1","1.94","2.65","0.59","239","0.28","0","0","-1","1.27","1.82","0.52","g/kg.bw/day"
"France","2007","A0F6G","Egg white","Children and Adolescents","Other children","Female","25","0.04","0","0","-1","0.01","0.38","0.19","243","0","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2007","A0F6G","Egg white","Children and Adolescents","Other children","Male","23","0.03","0","0","-1","0","0.24","0.11","239","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A0F6F","Egg yolk","Children and Adolescents","Other children","Female","18","0.04","0.03","0","-1","0.08","0.14","0.05","243","0","0","0","-1","0.01","0.04","0.02","g/kg.bw/day"
"France","2007","A0F6F","Egg yolk","Children and Adolescents","Other children","Male","22","0.05","0.04","0","-1","0.15","0.18","0.06","239","0","0","0","-1","0.03","0.08","0.02","g/kg.bw/day"
"France","2007","A031G","Hen eggs","Children and Adolescents","Other children","Female","67","0.12","0.08","0.02","-1","0.39","0.44","0.11","243","0.03","0","0","-1","0.21","0.29","0.08","g/kg.bw/day"
"France","2007","A031G","Hen eggs","Children and Adolescents","Other children","Male","63","0.13","0.08","0.01","-1","0.44","0.51","0.16","239","0.04","0","0","-1","0.19","0.38","0.1","g/kg.bw/day"
"France","2007","A0CVE","Frog meat (Rana genus)","Children and Adolescents","Other children","Female","2","0.19","0.19","0.14","-1","0.25","0.26","0.09","243","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02LN","Snail, roman","Children and Adolescents","Other children","Female","2","0.24","0.24","0.14","-1","0.34","0.35","0.16","243","0","0","0","-1","0","0","0.02","g/kg.bw/day"
